name,L1
description,
author, My Tracks

Location,Time,Latitude,Longitude,Altitude,Accuracy(m),Speed(m/s),Bearing
2694,2024-02-03T12:06:56.527Z,41.37594,2.1361947,81.9,7.011,0.6784639,269.23312
2695,2024-02-03T12:06:59.845Z,41.375942,2.1361978,81.9,6.59,0.18275696,295.93835
2696,2024-02-03T12:07:02.868Z,41.375942,2.136201,81.9,6.634,0.113745876,297.70273
2697,2024-02-03T12:07:05.890Z,41.375954,2.1361904,81.9,6.674,0.09869193,-9999.0
2698,2024-02-03T12:07:08.911Z,41.37597,2.136178,81.9,6.298,0.096358545,-9999.0
2699,2024-02-03T12:07:11.933Z,41.375977,2.136173,81.9,5.6,0.06468648,-9999.0
2700,2024-02-03T12:07:14.936Z,41.375957,2.1362364,81.9,6.876,0.2608106,110.53968
2701,2024-02-03T12:07:17.936Z,41.37595,2.136264,81.9,10.336,0.5241007,108.354126
2702,2024-02-03T12:07:20.936Z,41.375946,2.1362572,82.0,10.499,0.3619428,221.10547
2703,2024-02-03T12:07:23.934Z,41.375954,2.1362562,82.0,10.542,0.21029492,56.44054
2704,2024-02-03T12:07:26.934Z,41.375946,2.1362693,82.0,10.475,0.28983307,136.77734
2705,2024-02-03T12:07:29.936Z,41.375942,2.1362772,82.0,10.551,0.27403682,134.57445
2706,2024-02-03T12:07:32.936Z,41.375942,2.1362774,82.0,10.531,0.19600508,133.2559
2707,2024-02-03T12:07:35.935Z,41.375942,2.1362765,81.9,10.355,0.11817008,132.18471
2708,2024-02-03T12:07:38.936Z,41.375942,2.1362762,81.9,10.224,0.073403865,-9999.0
2709,2024-02-03T12:07:41.936Z,41.375935,2.1362796,81.9,10.124,0.39011067,171.95003
2710,2024-02-03T12:07:47.349Z,41.375896,2.136272,81.9,8.617,1.3490269,204.0953
2711,2024-02-03T12:07:50.694Z,41.375874,2.136242,81.9,9.521,0.942848,198.74352
2712,2024-02-03T12:07:53.935Z,41.375862,2.1362464,81.9,9.182,0.96515137,244.329
2713,2024-02-03T12:07:56.951Z,41.375847,2.136221,82.1,6.88,1.0042316,259.80927
2714,2024-02-03T12:07:59.936Z,41.375824,2.1361897,82.1,7.202,1.0794449,241.43102
2715,2024-02-03T12:08:03.652Z,41.375774,2.1361449,82.1,7.156,1.1147697,257.96115
2716,2024-02-03T12:08:06.490Z,41.375717,2.1361551,82.3,6.425,1.1699506,174.10751
2717,2024-02-03T12:08:09.309Z,41.37567,2.136159,82.3,6.358,1.1943599,215.70085
2718,2024-02-03T12:08:12.815Z,41.37564,2.1361673,82.3,6.104,1.0243412,131.27852
2719,2024-02-03T12:08:15.652Z,41.375618,2.1361866,82.3,5.923,1.0816596,179.58865
2720,2024-02-03T12:08:18.413Z,41.375587,2.1361797,82.200005,5.591,1.2484927,187.73888
2721,2024-02-03T12:08:21.269Z,41.375557,2.1361847,82.200005,5.341,1.2324874,168.0885
2722,2024-02-03T12:08:24.089Z,41.37552,2.1361868,82.4,5.166,1.2152418,169.41252
2723,2024-02-03T12:08:27.016Z,41.37549,2.1361873,82.4,4.58,1.1509787,163.03687
2724,2024-02-03T12:08:29.936Z,41.375458,2.1362114,82.5,4.142,1.1204623,108.13079
2725,2024-02-03T12:08:33.027Z,41.37545,2.136256,82.5,4.16,0.97901875,101.28124
2726,2024-02-03T12:08:35.935Z,41.375443,2.1362991,82.5,4.35,1.3027667,166.23135
2727,2024-02-03T12:08:38.710Z,41.375404,2.1362822,82.5,5.015,1.7543433,266.49307
2728,2024-02-03T12:08:41.935Z,41.375404,2.1362884,82.5,6.603,4.8243772E-4,-9999.0
2729,2024-02-03T12:08:45.800Z,41.37541,2.1362972,82.4,6.036,0.16113696,222.42612
2730,2024-02-03T12:08:49.775Z,41.37539,2.1363008,82.4,5.721,0.7711541,172.23782
2731,2024-02-03T12:08:53.270Z,41.37536,2.1363688,82.5,7.499,1.0193835,136.44144
2732,2024-02-03T12:08:56.194Z,41.375366,2.1364236,82.4,6.149,1.1337619,100.42234
2733,2024-02-03T12:08:59.110Z,41.37537,2.136469,82.4,5.364,1.1402842,112.11508
2734,2024-02-03T12:09:01.936Z,41.375374,2.1365204,82.5,4.331,1.1348947,89.99738
2735,2024-02-03T12:09:04.873Z,41.375374,2.1365716,82.5,4.181,1.1730689,103.49277
2736,2024-02-03T12:09:07.711Z,41.375374,2.1366289,82.5,4.459,1.2015119,98.62506
2737,2024-02-03T12:09:11.129Z,41.37537,2.136684,82.5,4.566,1.1843755,101.784256
2738,2024-02-03T12:09:13.936Z,41.375366,2.136729,82.4,4.888,1.1593623,88.436134
2739,2024-02-03T12:09:17.436Z,41.375374,2.1367912,81.700005,5.118,1.1601132,89.3925
2740,2024-02-03T12:09:20.853Z,41.37537,2.136844,81.700005,5.087,1.1988595,93.03089
2741,2024-02-03T12:09:23.711Z,41.37537,2.136899,81.6,5.011,1.2166046,89.28123
2742,2024-02-03T12:09:26.451Z,41.37537,2.1369545,81.3,4.644,1.2217569,89.55605
2743,2024-02-03T12:09:29.290Z,41.375378,2.1369908,81.3,4.531,1.1884837,74.03404
2744,2024-02-03T12:09:32.107Z,41.37538,2.1370432,81.200005,4.596,1.2432108,89.45931
2745,2024-02-03T12:09:35.005Z,41.375385,2.1370873,81.200005,4.709,1.2301074,90.39146
2746,2024-02-03T12:09:37.852Z,41.37539,2.1371274,81.200005,4.996,1.1707232,99.021675
2747,2024-02-03T12:09:40.766Z,41.375393,2.1371593,81.200005,4.889,1.1306489,84.402214
2748,2024-02-03T12:09:43.633Z,41.375397,2.1372082,81.0,4.587,1.1227798,86.10363
2749,2024-02-03T12:09:46.626Z,41.375397,2.137252,81.1,4.447,1.1208547,87.05148
2750,2024-02-03T12:09:49.532Z,41.3754,2.1372838,81.1,4.669,1.1326021,89.02168
2751,2024-02-03T12:09:53.666Z,41.375397,2.1373308,80.9,5.271,1.0072807,94.83293
2752,2024-02-03T12:09:56.689Z,41.375374,2.1373584,81.0,5.375,0.9341718,112.839745
2753,2024-02-03T12:09:59.936Z,41.37535,2.1373959,81.0,5.724,1.0129513,110.97986
2754,2024-02-03T12:10:02.674Z,41.375336,2.1374137,80.9,6.057,1.0740643,108.87703
2755,2024-02-03T12:10:05.936Z,41.375305,2.1374447,80.9,6.642,0.9412888,165.5743
2756,2024-02-03T12:10:09.936Z,41.37532,2.1374238,80.9,6.092,0.8640291,291.03748
2757,2024-02-03T12:10:12.671Z,41.375347,2.1374068,80.8,5.101,0.991444,276.5569
2758,2024-02-03T12:10:15.936Z,41.37534,2.1373725,80.8,4.842,1.0352774,208.31473
2759,2024-02-03T12:10:18.662Z,41.375336,2.1373804,80.9,4.852,0.5414921,185.34213
2760,2024-02-03T12:10:21.936Z,41.375347,2.1373582,79.16419,4.767,0.30711263,297.1192
2761,2024-02-03T12:10:24.822Z,41.375355,2.1373641,80.8,4.635,0.21670872,67.628136
2762,2024-02-03T12:10:27.935Z,41.375362,2.1373708,80.8,4.457,0.116646186,27.882767
2763,2024-02-03T12:10:31.354Z,41.375366,2.137385,80.700005,4.261,0.25946385,98.9776
2764,2024-02-03T12:10:34.568Z,41.37536,2.1374345,80.700005,4.859,0.93502283,90.64759
2765,2024-02-03T12:10:37.936Z,41.37536,2.1374698,80.9,5.106,0.82912815,81.912384
2766,2024-02-03T12:10:40.690Z,41.37536,2.137493,80.8,4.517,1.0208343,80.36539
2767,2024-02-03T12:10:43.936Z,41.375362,2.1375453,80.8,4.657,1.1071725,96.79852
2768,2024-02-03T12:10:46.868Z,41.375362,2.1375854,80.8,4.662,1.1705238,90.26724
2769,2024-02-03T12:10:49.666Z,41.375362,2.1376264,80.700005,4.739,1.209688,78.398
2770,2024-02-03T12:10:52.447Z,41.375355,2.1376696,80.700005,5.165,1.1929204,79.748795
2771,2024-02-03T12:10:55.334Z,41.375343,2.1376998,80.8,5.472,1.1444162,108.65566
2772,2024-02-03T12:10:58.150Z,41.37533,2.1377342,80.8,5.363,1.1808037,100.11788
2773,2024-02-03T12:11:01.007Z,41.37533,2.1377575,80.8,5.501,1.1937329,100.92219
2774,2024-02-03T12:11:03.730Z,41.37532,2.1378,80.8,5.418,1.2341089,109.80434
2775,2024-02-03T12:11:06.510Z,41.375313,2.137825,80.8,5.372,1.2312326,101.54475
2776,2024-02-03T12:11:09.250Z,41.37532,2.1378536,80.8,5.328,1.2583191,102.313
2777,2024-02-03T12:11:12.004Z,41.37531,2.1379,80.8,5.447,1.2701875,99.48573
2778,2024-02-03T12:11:15.235Z,41.375305,2.1379554,80.8,5.948,1.2798966,99.75974
2779,2024-02-03T12:11:17.985Z,41.375305,2.1380055,80.9,6.249,1.2792928,100.82495
2780,2024-02-03T12:11:20.707Z,41.3753,2.1380527,80.9,6.041,1.2419641,94.77945
2781,2024-02-03T12:11:23.487Z,41.3753,2.1381004,80.9,5.909,1.220324,95.55514
2782,2024-02-03T12:11:26.228Z,41.375298,2.138143,80.8,6.08,1.2473791,95.31607
2783,2024-02-03T12:11:29.095Z,41.375294,2.1381893,80.9,6.09,1.2333083,96.291145
2784,2024-02-03T12:11:31.934Z,41.375294,2.138238,80.9,5.719,1.2216959,95.00027
2785,2024-02-03T12:11:35.206Z,41.375305,2.1382897,80.9,5.372,1.1966248,101.43331
2786,2024-02-03T12:11:37.936Z,41.375298,2.1383312,80.9,5.418,1.1596494,89.71092
2787,2024-02-03T12:11:40.713Z,41.375305,2.1383681,79.3,5.545,1.2177165,68.97625
2788,2024-02-03T12:11:43.650Z,41.375336,2.138393,79.3,5.534,1.1754632,54.471657
2789,2024-02-03T12:11:47.185Z,41.375343,2.1384332,79.200005,5.875,1.071037,57.8538
2790,2024-02-03T12:11:49.936Z,41.375328,2.1384823,79.1,6.095,1.0393493,62.533524
2791,2024-02-03T12:11:53.270Z,41.37534,2.1385238,79.1,6.087,1.0282333,54.931316
2792,2024-02-03T12:11:57.936Z,41.37533,2.138588,79.0,6.228,0.7916041,81.35309
2793,2024-02-03T12:12:00.929Z,41.375336,2.1386292,78.700005,5.452,0.84912205,101.22355
2794,2024-02-03T12:12:03.936Z,41.37532,2.1386697,78.700005,5.161,1.042279,120.042274
2795,2024-02-03T12:12:07.936Z,41.375313,2.1387272,78.6,5.388,1.117134,108.196075
2796,2024-02-03T12:12:11.936Z,41.375328,2.1387851,78.6,5.712,1.0912546,90.26744
2797,2024-02-03T12:12:15.348Z,41.375328,2.1388235,78.5,5.76,1.0711709,94.550095
2798,2024-02-03T12:12:18.111Z,41.375336,2.1388829,78.5,5.002,1.1333295,79.71371
2799,2024-02-03T12:12:20.951Z,41.375343,2.1389315,78.1,4.709,1.1539098,76.830376
2800,2024-02-03T12:12:23.731Z,41.375347,2.1389832,78.1,4.711,1.2113229,74.22218
2801,2024-02-03T12:12:26.734Z,41.37533,2.1390266,77.8,4.857,1.5996314,178.78848
2802,2024-02-03T12:12:29.629Z,41.37533,2.1390836,77.8,5.487,1.3849788,128.82579
2803,2024-02-03T12:12:32.446Z,41.37536,2.1391144,77.8,6.333,1.213808,94.294624
2804,2024-02-03T12:12:35.295Z,41.37536,2.1391602,77.8,6.116,1.2889863,93.28846
2805,2024-02-03T12:12:39.936Z,41.375362,2.1392205,77.6,4.66,1.1808532,98.1851
2806,2024-02-03T12:12:42.676Z,41.375362,2.1392581,77.6,4.34,1.1224947,93.495514
2807,2024-02-03T12:12:45.533Z,41.375374,2.1392994,77.6,4.559,1.2428671,64.65833
2808,2024-02-03T12:12:48.408Z,41.375374,2.1393416,77.6,4.894,1.2336462,118.04288
2809,2024-02-03T12:12:51.947Z,41.375355,2.1393845,77.6,5.371,1.1168025,99.287735
2810,2024-02-03T12:12:54.810Z,41.375347,2.1394215,77.6,5.842,1.1243633,113.03571
2811,2024-02-03T12:12:57.936Z,41.37534,2.1394677,77.4,6.149,1.1642113,91.26387
2812,2024-02-03T12:13:01.608Z,41.375336,2.1395085,77.4,5.787,1.164838,90.52257
2813,2024-02-03T12:13:04.447Z,41.37533,2.1395402,77.3,5.385,1.1732131,88.16945
2814,2024-02-03T12:13:07.936Z,41.375324,2.139598,77.1,5.082,1.1704401,107.86788
2815,2024-02-03T12:13:11.555Z,41.375305,2.1396537,77.1,4.928,1.1276882,91.32569
2816,2024-02-03T12:13:15.033Z,41.37531,2.13971,77.1,4.774,1.1892302,82.4668
2817,2024-02-03T12:13:17.755Z,41.37532,2.1397629,77.1,4.844,1.2456287,84.59809
2818,2024-02-03T12:13:21.047Z,41.375317,2.1398132,77.1,4.87,1.2989385,93.57881
2819,2024-02-03T12:13:23.936Z,41.375317,2.1398623,77.0,4.845,1.302464,96.65447
2820,2024-02-03T12:13:26.943Z,41.375313,2.1399138,76.9,4.698,1.3330009,98.18701
2821,2024-02-03T12:13:29.936Z,41.37531,2.1399748,76.9,4.773,1.3049474,92.54158
2822,2024-02-03T12:13:32.835Z,41.375305,2.1400168,76.8,4.544,1.3644049,92.96879
2823,2024-02-03T12:13:35.732Z,41.375305,2.1400685,76.8,4.517,1.3972937,92.41374
2824,2024-02-03T12:13:39.189Z,41.375305,2.1401079,76.6,4.503,1.3430135,87.13722
2825,2024-02-03T12:13:41.936Z,41.375305,2.1401587,76.6,4.422,1.346362,89.72207
2826,2024-02-03T12:13:45.590Z,41.375305,2.140208,76.700005,4.554,1.341266,91.88577
2827,2024-02-03T12:13:48.690Z,41.3753,2.1402507,76.6,4.428,1.2951452,93.95049
2828,2024-02-03T12:13:51.933Z,41.375294,2.14031,76.6,4.421,1.3130028,104.74011
2829,2024-02-03T12:13:54.867Z,41.375286,2.1403468,76.6,4.456,1.2837287,102.23074
2830,2024-02-03T12:13:57.936Z,41.375286,2.1403985,77.1,4.593,1.3292552,97.684715
2831,2024-02-03T12:14:01.608Z,41.375286,2.1404736,77.1,4.667,1.3750753,94.94127
2832,2024-02-03T12:14:04.833Z,41.37529,2.1405444,75.9,4.574,1.3710395,96.59904
2833,2024-02-03T12:14:07.935Z,41.375282,2.1406028,75.8,4.496,1.3449671,97.09567
2834,2024-02-03T12:14:11.235Z,41.375275,2.1406646,75.8,4.454,1.3483387,98.578476
2835,2024-02-03T12:14:13.935Z,41.375275,2.1407254,75.8,4.531,1.3552132,97.17032
2836,2024-02-03T12:14:16.934Z,41.375267,2.1407762,75.700005,4.608,1.3841848,101.53495
2837,2024-02-03T12:14:19.748Z,41.375263,2.1408262,75.700005,4.657,1.3623362,98.53996
2838,2024-02-03T12:14:22.935Z,41.375267,2.140902,75.6,4.812,1.3599488,94.06833
2839,2024-02-03T12:14:25.754Z,41.375263,2.1409512,75.6,4.933,1.3288288,97.70184
2840,2024-02-03T12:14:29.308Z,41.375267,2.1410093,75.6,4.875,1.3439398,93.712036
2841,2024-02-03T12:14:32.025Z,41.375267,2.1410563,75.6,5.0,1.3729094,94.469444
2842,2024-02-03T12:14:35.709Z,41.375263,2.141118,75.6,5.232,1.353422,92.03994
2843,2024-02-03T12:14:39.005Z,41.375263,2.1411607,75.6,5.297,1.3701701,94.71768
2844,2024-02-03T12:14:41.851Z,41.375263,2.1412137,75.6,5.34,1.3464041,93.20674
2845,2024-02-03T12:14:45.532Z,41.375263,2.1412766,75.6,5.33,1.3751785,94.481094
2846,2024-02-03T12:14:48.366Z,41.37526,2.1413302,75.6,5.426,1.3361424,104.43221
2847,2024-02-03T12:14:51.936Z,41.37525,2.1413822,75.6,5.828,1.2921715,94.171196
2848,2024-02-03T12:14:54.914Z,41.375248,2.1414359,75.6,5.742,1.2917336,91.36315
2849,2024-02-03T12:14:57.936Z,41.375256,2.1414673,75.6,5.623,1.0036101,78.73232
2850,2024-02-03T12:15:01.936Z,41.375282,2.1414585,75.700005,5.603,0.100530505,60.351734
2851,2024-02-03T12:15:05.936Z,41.375282,2.141455,75.6,4.92,0.10155632,60.893547
2852,2024-02-03T12:15:09.563Z,41.375282,2.1414547,75.6,4.895,0.059801,-9999.0
2853,2024-02-03T12:15:13.936Z,41.375286,2.1414585,75.6,4.735,0.10101662,54.34224
2854,2024-02-03T12:15:17.936Z,41.375282,2.1414416,75.700005,8.303,0.13436575,257.19666
2855,2024-02-03T12:15:21.936Z,41.375282,2.141441,75.6,9.935,0.0035673485,-9999.0
2856,2024-02-03T12:15:25.936Z,41.375282,2.141441,75.6,9.969,0.0025377185,-9999.0
2857,2024-02-03T12:15:29.936Z,41.375282,2.141441,75.6,9.987,1.3594532E-4,-9999.0
2858,2024-02-03T12:15:33.936Z,41.375282,2.141441,75.6,9.935,8.018296E-6,-9999.0
2859,2024-02-03T12:15:37.936Z,41.375282,2.141441,75.6,9.935,3.1883394E-7,-9999.0
2860,2024-02-03T12:15:41.936Z,41.375282,2.1414497,75.700005,9.935,0.50581676,98.25335
2861,2024-02-03T12:15:45.936Z,41.37528,2.1415012,75.700005,9.935,1.1484464,112.94193
2862,2024-02-03T12:15:48.886Z,41.375244,2.1414762,75.700005,12.782,1.348638,131.86674
2863,2024-02-03T12:15:51.936Z,41.37525,2.14158,75.700005,10.555,1.2839059,96.98503
2864,2024-02-03T12:15:55.211Z,41.375256,2.1416368,75.700005,6.325,1.2468007,83.29621
2865,2024-02-03T12:15:57.936Z,41.375256,2.1416864,75.8,6.166,1.2586216,99.158264
2866,2024-02-03T12:16:00.896Z,41.37525,2.1417315,75.9,6.25,1.242513,96.3369
2867,2024-02-03T12:16:03.936Z,41.37525,2.1417735,75.9,6.537,1.263763,90.39434
2868,2024-02-03T12:16:06.649Z,41.375248,2.1418211,75.9,6.508,1.2823417,94.536766
2869,2024-02-03T12:16:09.351Z,41.37524,2.1418698,75.9,6.583,1.2460567,106.66355
2870,2024-02-03T12:16:12.354Z,41.375233,2.141912,75.9,6.495,1.2841989,104.03675
2871,2024-02-03T12:16:15.754Z,41.37522,2.141967,75.9,6.248,1.2272719,98.35692
2872,2024-02-03T12:16:19.152Z,41.37522,2.1420083,75.9,5.941,1.2933968,88.73255
2873,2024-02-03T12:16:21.936Z,41.37522,2.1420386,75.9,5.611,1.2897296,73.597084
2874,2024-02-03T12:16:25.389Z,41.37522,2.1420896,75.9,5.613,1.1688029,89.52006
2875,2024-02-03T12:16:28.654Z,41.37523,2.1421278,75.9,5.901,1.0847399,107.86885
2876,2024-02-03T12:16:31.936Z,41.375214,2.1421652,75.9,5.814,1.1727278,115.30978
2877,2024-02-03T12:16:34.667Z,41.375202,2.1422093,75.9,5.437,1.2659152,98.26597
2878,2024-02-03T12:16:37.689Z,41.375202,2.1422627,76.0,5.067,1.2363064,98.28586
2879,2024-02-03T12:16:41.007Z,41.375195,2.142308,76.3,4.887,1.1935456,100.86232
2880,2024-02-03T12:16:43.935Z,41.3752,2.1423523,76.3,4.816,1.0780172,65.08785
2881,2024-02-03T12:16:47.936Z,41.375214,2.1423607,76.3,4.889,0.3205444,7.932558
2882,2024-02-03T12:16:51.001Z,41.37521,2.1423538,76.3,5.037,0.03848188,-9999.0
2883,2024-02-03T12:16:53.936Z,41.375214,2.1423552,76.3,5.044,0.096017204,-9999.0
2884,2024-02-03T12:16:57.936Z,41.37522,2.142359,76.3,5.107,0.09987141,-9999.0
2885,2024-02-03T12:17:00.996Z,41.375225,2.1423557,76.200005,5.238,0.013135221,-9999.0
2886,2024-02-03T12:17:03.936Z,41.375237,2.1423445,76.200005,6.475,0.09386467,-9999.0
2887,2024-02-03T12:17:07.936Z,41.375233,2.1423302,76.1,9.935,0.16090202,271.51328
2888,2024-02-03T12:17:11.936Z,41.375233,2.1423295,76.200005,9.935,0.018225208,-9999.0
2889,2024-02-03T12:17:15.936Z,41.375237,2.1423724,76.200005,9.935,1.0698355,76.07785
2890,2024-02-03T12:17:19.935Z,41.37521,2.14239,75.9,18.523,0.49263284,219.0148
2891,2024-02-03T12:17:23.613Z,41.37521,2.1423724,76.1,12.654,0.08411148,-9999.0
2892,2024-02-03T12:17:26.634Z,41.375206,2.142341,76.0,11.173,0.14733402,319.70346
2893,2024-02-03T12:17:29.648Z,41.37521,2.1423156,76.0,10.43,0.70202214,11.115227
2894,2024-02-03T12:17:32.690Z,41.37521,2.1423442,76.3,8.492,0.73441917,97.16821
2895,2024-02-03T12:17:35.711Z,41.37521,2.1423802,76.3,6.521,1.1439812,114.604256
2896,2024-02-03T12:17:38.412Z,41.375202,2.1424222,76.3,6.409,1.1958684,104.92601
2897,2024-02-03T12:17:41.833Z,41.37521,2.1424742,75.8,6.481,1.2506143,91.06086
2898,2024-02-03T12:17:44.911Z,41.375248,2.1425116,75.8,4.155,1.1893852,71.85211
2899,2024-02-03T12:17:47.936Z,41.375267,2.142552,76.1,3.54,1.2459332,70.477
2900,2024-02-03T12:17:51.022Z,41.375256,2.1426067,76.1,4.112,1.2425013,92.03397
2901,2024-02-03T12:17:53.935Z,41.375248,2.1426435,76.200005,4.556,1.1834692,86.511826
2902,2024-02-03T12:17:56.649Z,41.37524,2.1426826,76.200005,4.492,1.2257569,92.624725
2903,2024-02-03T12:17:59.936Z,41.375237,2.142722,76.200005,4.477,1.2565422,95.99183
2904,2024-02-03T12:18:03.427Z,41.37523,2.1427653,76.5,4.422,1.1829003,93.57431
2905,2024-02-03T12:18:06.808Z,41.37523,2.1428277,76.5,4.195,1.2444814,91.53766
2906,2024-02-03T12:18:09.936Z,41.375225,2.1428788,76.5,4.179,1.2083968,92.32229
2907,2024-02-03T12:18:13.227Z,41.375217,2.1429327,76.5,4.282,1.2482688,93.493095
2908,2024-02-03T12:18:15.936Z,41.375217,2.1429784,76.5,4.487,1.2437575,89.35685
2909,2024-02-03T12:18:19.195Z,41.375214,2.1430316,76.6,4.831,1.2925378,90.42036
2910,2024-02-03T12:18:21.936Z,41.375214,2.143076,76.6,5.3,1.2267262,96.63631
2911,2024-02-03T12:18:24.813Z,41.375214,2.1431189,76.700005,5.562,1.2636278,93.18663
2912,2024-02-03T12:18:27.835Z,41.375225,2.1431692,76.8,5.765,1.252628,82.85885
2913,2024-02-03T12:18:31.194Z,41.375225,2.1432245,76.8,5.886,1.2857846,90.8364
2914,2024-02-03T12:18:33.936Z,41.375237,2.1432784,76.8,6.102,1.2881358,88.32554
2915,2024-02-03T12:18:36.676Z,41.37523,2.143322,76.8,6.337,1.243606,94.70559
2916,2024-02-03T12:18:39.937Z,41.375217,2.1433764,76.8,6.08,1.2514116,96.20234
2917,2024-02-03T12:18:43.350Z,41.375206,2.1434295,77.0,5.931,1.1974672,116.17351
2918,2024-02-03T12:18:46.070Z,41.37519,2.1434608,77.0,6.263,1.2089506,103.87586
2919,2024-02-03T12:18:49.276Z,41.37521,2.1435254,76.8,6.491,1.3493764,82.72203
2920,2024-02-03T12:18:52.139Z,41.37521,2.143579,76.9,7.025,1.3551539,92.27796
2921,2024-02-03T12:18:55.851Z,41.37521,2.143652,76.9,7.97,1.2961379,96.29927
2922,2024-02-03T12:18:59.175Z,41.375217,2.1437168,76.9,8.541,1.2845979,91.46147
2923,2024-02-03T12:19:01.936Z,41.375214,2.1437614,76.9,8.93,1.2929778,90.27284
2924,2024-02-03T12:19:04.714Z,41.37521,2.1438062,76.9,9.447,1.2920672,88.603004
2925,2024-02-03T12:19:07.775Z,41.37521,2.1438549,76.9,9.973,1.263496,90.27027
2926,2024-02-03T12:19:11.113Z,41.375206,2.1438994,76.9,8.302,1.3278354,92.034035
2927,2024-02-03T12:19:13.937Z,41.37521,2.1439404,76.9,7.073,1.3097053,87.95791
2928,2024-02-03T12:19:16.675Z,41.37522,2.1439898,76.9,6.71,1.3100282,93.4979
2929,2024-02-03T12:19:19.936Z,41.37521,2.1440346,76.9,6.902,1.2445678,93.2453
2930,2024-02-03T12:19:23.375Z,41.375206,2.1440883,77.0,6.91,1.2942561,90.739586
2931,2024-02-03T12:19:26.668Z,41.375206,2.1441457,77.0,7.297,1.246207,92.443
2932,2024-02-03T12:19:29.937Z,41.375202,2.144189,77.0,7.444,1.2451147,94.926025
2933,2024-02-03T12:19:33.390Z,41.3752,2.1442435,77.0,7.351,1.2677181,95.94689
2934,2024-02-03T12:19:36.734Z,41.375187,2.1442826,76.9,6.536,1.2605811,98.46852
2935,2024-02-03T12:19:39.937Z,41.375183,2.1443336,76.9,4.727,1.2734607,96.56372
2936,2024-02-03T12:19:43.375Z,41.37518,2.1443894,76.9,5.092,1.2961739,95.00188
2937,2024-02-03T12:19:46.651Z,41.375175,2.1444454,77.0,5.594,1.2855957,98.550125
2938,2024-02-03T12:19:49.980Z,41.37517,2.1444974,77.0,5.931,1.3161715,96.128845
2939,2024-02-03T12:19:53.293Z,41.375164,2.144559,77.1,6.162,1.2760403,95.59707
2940,2024-02-03T12:19:56.634Z,41.375156,2.1446133,77.1,6.158,1.2292833,102.0252
2941,2024-02-03T12:19:59.962Z,41.37515,2.1446793,77.200005,6.237,1.250208,104.420876
2942,2024-02-03T12:20:03.112Z,41.375153,2.144745,77.200005,6.128,1.1998314,108.62392
2943,2024-02-03T12:20:05.937Z,41.37514,2.1447752,77.200005,6.031,1.3066216,107.47068
2944,2024-02-03T12:20:09.006Z,41.37515,2.1448436,77.200005,6.04,1.3710297,93.47544
2945,2024-02-03T12:20:11.937Z,41.375175,2.1448953,77.200005,5.945,1.3888698,77.60622
2946,2024-02-03T12:20:15.385Z,41.37518,2.1449585,77.200005,6.333,1.3402953,88.72258
2947,2024-02-03T12:20:18.627Z,41.375202,2.1450126,77.200005,6.612,1.2977957,80.2197
2948,2024-02-03T12:20:21.892Z,41.375206,2.145064,77.200005,6.777,1.2570994,81.73188
2949,2024-02-03T12:20:25.236Z,41.375214,2.1451187,77.200005,8.174,1.3284996,82.33601
2950,2024-02-03T12:20:27.937Z,41.37521,2.1451626,77.200005,8.943,1.3483431,82.24963
2951,2024-02-03T12:20:31.208Z,41.375206,2.145219,77.200005,8.301,1.4001434,81.3736
2952,2024-02-03T12:20:33.937Z,41.375202,2.14528,77.200005,8.161,1.409382,86.287094
2953,2024-02-03T12:20:36.896Z,41.375206,2.1453314,77.200005,8.286,1.3660251,82.46991
2954,2024-02-03T12:20:39.937Z,41.375206,2.1453946,77.200005,8.604,1.3711541,81.58405
2955,2024-02-03T12:20:43.127Z,41.37521,2.1454344,77.200005,8.707,1.3427325,77.50423
2956,2024-02-03T12:20:45.937Z,41.375206,2.1454945,77.200005,9.017,1.3688669,91.753334
2957,2024-02-03T12:20:49.350Z,41.37519,2.1455336,77.200005,9.056,1.3202103,106.54772
2958,2024-02-03T12:20:52.952Z,41.375183,2.1455894,77.200005,8.426,1.3521527,105.017555
2959,2024-02-03T12:20:55.795Z,41.375175,2.1456296,77.3,9.165,1.3184006,103.908325
2960,2024-02-03T12:20:59.153Z,41.375195,2.145708,77.3,8.528,1.3293397,92.61332
2961,2024-02-03T12:21:01.936Z,41.375202,2.1457653,77.3,8.213,1.3354282,90.321144
2962,2024-02-03T12:21:04.893Z,41.375202,2.1458142,77.3,7.384,1.329678,93.1347
2963,2024-02-03T12:21:07.937Z,41.375195,2.1458638,77.4,6.917,1.322177,90.27962
2964,2024-02-03T12:21:11.412Z,41.375195,2.145923,77.4,7.266,1.368937,93.239174
2965,2024-02-03T12:21:14.288Z,41.375187,2.145972,77.4,8.457,1.3436797,93.70958
2966,2024-02-03T12:21:17.813Z,41.375183,2.146035,77.4,9.54,1.3322161,91.593346
2967,2024-02-03T12:21:20.727Z,41.375195,2.1460776,77.4,8.49,1.3426868,91.464966
2968,2024-02-03T12:21:23.936Z,41.375195,2.1461294,77.4,7.009,1.3254286,91.599686
2969,2024-02-03T12:21:27.150Z,41.375195,2.1461806,77.4,6.839,1.3639133,91.89199
2970,2024-02-03T12:21:29.937Z,41.3752,2.1462286,77.4,7.503,1.3163704,91.247604
2971,2024-02-03T12:21:32.932Z,41.3752,2.1462781,77.4,8.086,1.3141428,90.96307
2972,2024-02-03T12:21:35.891Z,41.3752,2.1463194,77.4,8.216,1.29621,91.66953
